result,DD-PMSG base0,DD-PMSG base1,DD-PMSG base2,DD-PMSG base3,DD-PMSG base4,blades DD-PMSG min u 0,blades DD-PMSG min u 1,blades DD-PMSG min u 2,blades DD-PMSG min u 3,blades DD-PMSG min u 4,blades DD-PMSG min0,blades DD-PMSG min1,blades DD-PMSG min2,blades DD-PMSG min3,blades DD-PMSG min4,blades DD-PMSG base0,blades DD-PMSG base1,blades DD-PMSG base2,blades DD-PMSG base3,blades DD-PMSG base4,blades DD-PMSG max0,blades DD-PMSG max1,blades DD-PMSG max2,blades DD-PMSG max3,blades DD-PMSG max4,blades DD-PMSG max u 0,blades DD-PMSG max u 1,blades DD-PMSG max u 2,blades DD-PMSG max u 3,blades DD-PMSG max u 4,generator DD-PMSG min u 0,generator DD-PMSG min u 1,generator DD-PMSG min u 2,generator DD-PMSG min u 3,generator DD-PMSG min u 4,generator DD-PMSG min0,generator DD-PMSG min1,generator DD-PMSG min2,generator DD-PMSG min3,generator DD-PMSG min4,generator DD-PMSG base 0,generator DD-PMSG base 1,generator DD-PMSG base 2,generator DD-PMSG base 3,generator DD-PMSG base 4,generator DD-PMSG max0,generator DD-PMSG max1,generator DD-PMSG max2,generator DD-PMSG max3,generator DD-PMSG max4,generator DD-PMSG max u 0,generator DD-PMSG max u 1,generator DD-PMSG max u 2,generator DD-PMSG max u 3,generator DD-PMSG max u 4,converter DD-PMSG min u 0,converter DD-PMSG min u 1,converter DD-PMSG min u 2,converter DD-PMSG min u 3,converter DD-PMSG min u 4,converter DD-PMSG min0,converter DD-PMSG min1,converter DD-PMSG min2,converter DD-PMSG min3,converter DD-PMSG min4,converter DD-PMSG base 0,converter DD-PMSG base 1,converter DD-PMSG base 2,converter DD-PMSG base 3,converter DD-PMSG base 4,converter DD-PMSG max0,converter DD-PMSG max1,converter DD-PMSG max2,converter DD-PMSG max3,converter DD-PMSG max4,converter DD-PMSG max u 0,converter DD-PMSG max u 1,converter DD-PMSG max u 2,converter DD-PMSG max u 3,converter DD-PMSG max u 4,substation DD-PMSG min u 0,substation DD-PMSG min u 1,substation DD-PMSG min u 2,substation DD-PMSG min u 3,substation DD-PMSG min u 4,substation DD-PMSG min0,substation DD-PMSG min1,substation DD-PMSG min2,substation DD-PMSG min3,substation DD-PMSG min4,substation DD-PMSG base  0,substation DD-PMSG base  1,substation DD-PMSG base  2,substation DD-PMSG base  3,substation DD-PMSG base  4,substation DD-PMSG max0,substation DD-PMSG max1,substation DD-PMSG max2,substation DD-PMSG max3,substation DD-PMSG max4,substation DD-PMSG max u 0,substation DD-PMSG max u 1,substation DD-PMSG max u 2,substation DD-PMSG max u 3,substation DD-PMSG max u 4
availability - time based,0.876339460305045,0.8863078070003911,0.8915717474905488,0.8775214688436971,0.876339460305045,0.8871123794159823,0.8821462325642029,0.8698326081997132,0.8834264193064789,0.8604912169208708,0.8786462407117716,0.8885728311171947,0.8749415411941077,0.8916245029983053,0.8882102643071308,0.8747875521444402,0.876339460305045,0.8863078070003911,0.8915717474905488,0.8775214688436971,0.8599437002998306,0.8586712537478817,0.8719517908356147,0.8869473911484813,0.8599437002998306,0.8682560536435927,0.8670390105592491,0.8801677991787251,0.8571348259679312,0.8566991347281971,0.8936719870290706,0.9118875065180551,0.8989300205318733,0.8839725101029853,0.9038114326684917,0.8977985269195672,0.8979604598487811,0.9044282036240386,0.8967527864685177,0.906120657345848,0.8823061286012254,0.8852808059575022,0.8903962570069092,0.8620975101029853,0.8676712618954504,0.8438343273367227,0.8480928578412201,0.8485309933515839,0.8541770548168427,0.8451071812671099,0.8513512742797549,0.8421636683613609,0.8418907248077174,0.8526618107156825,0.8498969332551167,0.9272723569286925,0.9238428415460826,0.9337032329552861,0.9312935894928953,0.9254835582062313,0.9242467572676314,0.9218951652326945,0.9255964020336331,0.9271819189153957,0.9213046701864164,0.88530260070395,0.872554303545822,0.8774617879024899,0.8640767582453396,0.869441321209751,0.8282683972102725,0.8332392289140921,0.8311662837309347,0.8297488104549603,0.8433609535914484,0.8133673086950853,0.7993541014861165,0.7958767191370095,0.8154638818276626,0.8124498924520923,0.887065938274019,0.8596294078347021,0.8792862322383,0.8709744899621953,0.9003589004041194,0.8753199957632642,0.8742844397731717,0.8738575071698605,0.8740860464737322,0.8596970326554556,0.8710971108721157,0.87491974644766,0.8822393185373485,0.8910981700560553,0.8836105543605788,0.8862373305305696,0.8942824436188241,0.8812143543866511,0.8769977838612958,0.8622816451570852,0.8723375782166601,0.8638480152522487,0.8558336592360839,0.889939585777604,0.8760041878503455
annual direct O&M cost,159.76673601190473,161.1757127738095,160.9410697261905,160.85047382142858,159.76673601190473,160.19282701190474,159.8346705357143,160.5875674880952,160.0915743452381,160.72196525,159.0829967261905,159.2326625357143,160.43633086904765,160.4722163452381,160.0047997261905,159.87851648809527,159.76673601190473,161.1757127738095,160.9410697261905,160.85047382142858,160.6139053928571,161.84185563095235,163.2582295357143,161.48736172619047,160.6139053928571,160.0990865357143,160.6512885357143,159.47051220238095,161.3976109642857,161.7385276309524,159.58759382142856,158.40364696428574,159.50780634523807,160.05877101190475,157.51232653571424,159.5988626785714,158.23322224999998,159.6500482976191,159.5005699166667,156.94422929761905,162.18823267857144,160.6178350119048,160.80292991666667,160.15708720238098,161.37733329761906,164.31340958333337,161.65667486904766,161.4261739642857,163.4475790595238,163.47085329761907,162.80375739285714,162.56946896428573,164.27091777380957,162.710515202381,164.77207286904763,155.1673416309524,154.75281425,156.2125641547619,155.81725872619046,156.01158410714285,157.34836848809522,155.04059063095238,155.16154615476188,157.14646053571428,156.16877848809523,160.1917050595238,161.17085034523808,162.0033597261905,161.77389339285716,162.2082313452381,164.06048639285714,164.05787386904763,164.44895177380957,163.85537139285717,162.33627948809527,166.52850648809525,165.58296044047614,167.16129458333333,165.10822715476192,166.60000501190476,158.78558263095238,160.12718491666666,161.56864782142858,159.68943553571427,158.6421646309524,162.6136153452381,161.9554787261905,160.73516705952377,161.1887030119047,161.73104034523809,161.59396848809524,161.29810115476192,159.30294677380954,159.47438634523812,161.70724358333334,160.9815767738095,160.60104791666666,158.96545467857143,160.70522972619048,161.37243477380952,161.93956163095245,163.10886434523806,161.49890644047622,162.2782325357143,161.1973761547619
