result,blades DD-PMSG min u 0,blades DD-PMSG min u 1,blades DD-PMSG min u 2,blades DD-PMSG min u 3,blades DD-PMSG min u 4,blades DD-PMSG min0,blades DD-PMSG min1,blades DD-PMSG min2,blades DD-PMSG min3,blades DD-PMSG min4,blades DD-PMSG base0,blades DD-PMSG base1,blades DD-PMSG base2,blades DD-PMSG base3,blades DD-PMSG base4,blades DD-PMSG max0,blades DD-PMSG max1,blades DD-PMSG max2,blades DD-PMSG max3,blades DD-PMSG max4,blades DD-PMSG max u 0,blades DD-PMSG max u 1,blades DD-PMSG max u 2,blades DD-PMSG max u 3,blades DD-PMSG max u 4,generator DD-PMSG min u 0,generator DD-PMSG min u 1,generator DD-PMSG min u 2,generator DD-PMSG min u 3,generator DD-PMSG min u 4,generator DD-PMSG min0,generator DD-PMSG min1,generator DD-PMSG min2,generator DD-PMSG min3,generator DD-PMSG min4,generator DD-PMSG base 0,generator DD-PMSG base 1,generator DD-PMSG base 2,generator DD-PMSG base 3,generator DD-PMSG base 4,generator DD-PMSG max0,generator DD-PMSG max1,generator DD-PMSG max2,generator DD-PMSG max3,generator DD-PMSG max4,generator DD-PMSG max u 0,generator DD-PMSG max u 1,generator DD-PMSG max u 2,generator DD-PMSG max u 3,generator DD-PMSG max u 4,converter DD-PMSG min u 0,converter DD-PMSG min u 1,converter DD-PMSG min u 2,converter DD-PMSG min u 3,converter DD-PMSG min u 4,converter DD-PMSG min0,converter DD-PMSG min1,converter DD-PMSG min2,converter DD-PMSG min3,converter DD-PMSG min4,converter DD-PMSG base 0,converter DD-PMSG base 1,converter DD-PMSG base 2,converter DD-PMSG base 3,converter DD-PMSG base 4,converter DD-PMSG max0,converter DD-PMSG max1,converter DD-PMSG max2,converter DD-PMSG max3,converter DD-PMSG max4,converter DD-PMSG max u 0,converter DD-PMSG max u 1,converter DD-PMSG max u 2,converter DD-PMSG max u 3,converter DD-PMSG max u 4,substation DD-PMSG min u 0,substation DD-PMSG min u 1,substation DD-PMSG min u 2,substation DD-PMSG min u 3,substation DD-PMSG min u 4,substation DD-PMSG min0,substation DD-PMSG min1,substation DD-PMSG min2,substation DD-PMSG min3,substation DD-PMSG min4,substation DD-PMSG base  0,substation DD-PMSG base  1,substation DD-PMSG base  2,substation DD-PMSG base  3,substation DD-PMSG base  4,substation DD-PMSG max0,substation DD-PMSG max1,substation DD-PMSG max2,substation DD-PMSG max3,substation DD-PMSG max4,substation DD-PMSG max u 0,substation DD-PMSG max u 1,substation DD-PMSG max u 2,substation DD-PMSG max u 3,substation DD-PMSG max u 4
availability - time based,0.9035150648546474,0.8938999152652848,0.8352093110415852,0.8888773464998044,0.9035150648546474,0.8738422304784252,0.8690962716725329,0.8842385282231782,0.8969251075479077,0.8739628144961543,0.8794514241950202,0.8785863560813453,0.8724483851518707,0.8675683988397862,0.8646016653630557,0.8840224139616738,0.8717371023986442,0.8788766132186155,0.8620471988658585,0.869255556641898,0.8788625586624951,0.8230117895320036,0.840883685308304,0.8592316027897275,0.8788625586624951,0.8782673787641768,0.9016319580237258,0.899995518837179,0.9022458773302047,0.8501185471255377,0.9128595114717768,0.8997419257593534,0.8685375521444401,0.844262889453787,0.8745072757789075,0.8733207860774345,0.8215727251988006,0.8865970456915656,0.8539462749315604,0.8852828428496936,0.851204210663538,0.8465352463824795,0.8543697448181463,0.8471155569678008,0.8473159871594316,0.8241750586624951,0.8449214166992569,0.8412763981228002,0.8411957371920219,0.8249036549993481,0.93894211967149,0.931148970147308,0.9416381501759875,0.9407716562377787,0.9282527131403989,0.9262272275453005,0.8441832469691044,0.9179277066223439,0.92819343957763,0.9250989929605006,0.8612381452874462,0.8437459262156173,0.8255126857645678,0.8660270825185764,0.8923604321470473,0.8231248370486247,0.8194193227740842,0.8253945460174684,0.8198973813713988,0.8312609992178334,0.8281160376743579,0.8147965959457698,0.7624812605918394,0.7333571649719723,0.8245359959588059,0.8837948931038978,0.8924824419893104,0.8827108590796506,0.8844664564593925,0.8938885086690131,0.8615302356276887,0.8696694531351845,0.8819107678268805,0.8839091627558336,0.8832367846434623,0.857931454503976,0.8916118742667188,0.8746649312345196,0.8703125,0.8874576326424195,0.880030920023465,0.8676197285230087,0.8870064610220311,0.8785645613348977,0.8703438681397471,0.8578874576326424,0.8491632446877851,0.8661138541259288,0.8727740842132707,0.883422141832877
annual direct O&M cost,158.64574710714285,159.20336282142856,158.05824577380955,158.3790424880952,158.64574710714285,160.19665125,160.45518182142857,160.94961101190475,159.3338605357143,159.59509986904763,160.0690371547619,161.17524115476195,160.6104627261905,161.86008982142857,162.10623958333335,161.13003477380954,162.1327136309524,160.76184182142856,161.56329086904762,160.00020610714287,163.44659101190473,164.53882882142855,165.04976553571427,164.06922853571427,163.44659101190473,157.52285596428572,155.9356149166667,155.66595044047622,156.7416500595238,157.45309486904762,158.70109805952384,158.9545241547619,158.06388629761906,159.0166788690476,160.64256772619044,160.485116202381,159.58443310714284,159.86413229761908,160.84430453571426,160.31242110714285,162.0278937738095,161.83869596428573,162.69914339285714,163.3521437261905,162.75154586904756,164.39475477380952,164.56616510714284,164.0567946309524,164.73692834523808,166.68379163095238,152.6599333928571,153.73110325,152.78360191666667,154.4981150595238,153.29674401190476,155.7749225357143,155.6202060119048,157.20935215476192,155.2599798690476,155.844047202381,161.28717301190477,161.2771960595238,161.42747858333337,161.01835453571428,160.64288848809525,164.94105220238092,165.03877110714285,165.87293829761907,166.0177519642857,165.68054586904765,166.98128882142856,167.03083091666664,166.0824560595238,167.81473596428572,165.8861262976191,157.01694434523807,159.73438510714286,159.58553544047618,160.29536463095238,158.84396448809525,162.96096558333332,162.19722105952386,159.6044643452381,160.86720339285714,161.4307825833333,161.93030510714286,159.0153685357143,160.79254025,161.5771056785714,159.29487610714287,160.14712448809522,162.31971648809522,160.8782512023809,160.57593444047617,159.99459758333333,162.39088482142856,165.33313267857145,162.8409777261905,162.3190850595238,161.6163472976191
